seed	s	h	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
9749	0.0066252252086997	1	0.693331358022988	0.2543388	0.6890582	0.6992377	0.0001374587	3.862785e-05	0.7165809	17.65105	17.28715	1.054286	18.54133	0.0008614501	0	19.91504	0.2669964	-0.955249166497486
974	0.183290949603543	1	0.254253604449332	0.999945	0.6293629	0.3746977	0.003229684	0.001349806	0.5030669	16.43613	16.45839	1.027954	17.94555	0	0	21.71393	0	0.160065208030779
9750	0.0252051211427897	1	0.850661807321012	0.9614818	0.8681638	0.8524042	6.4313e-05	7.835283e-06	0.8675307	18.26213	18.04364	0.7545175	19.01951	0.0409554	0.003669348	11.87768	0.9411159	-2.4689431524541
9751	0.183654174488038	1	0.49488300383091	0.9999068	0.7453502	0.5928446	0.001306195	0.000497219	0.6680847	17.18235	16.9936	1.098305	18.29963	2.654632e-05	0	22.89713	0.02457459	-0.644247776471182
9752	0.187936405325308	1	0.725184649042785	0.9985275	0.8386822	0.7763609	0.0004106713	9.142268e-05	0.8168777	17.93081	17.68595	0.8668477	18.76424	0.005827258	0.000165145	16.58854	0.6647408	-1.81697071356281
9753	0.0391023393720388	1	0.825630019232631	0.952571	0.8432331	0.8332397	3.456372e-05	1.001923e-05	0.8430946	18.14704	17.90894	0.8471217	18.94556	0.02560011	0.002299552	13.1646	0.8955679	-2.19966725688982
9754	0.0729678486473858	1	0.303016771189868	0.9998373	0.4842105	0.3592525	0.0007540567	0.0003181322	0.4215473	16.37299	16.38642	1.075467	17.90227	0	0	21.42333	0	0.504673870729614
9755	0.140838369773701	1	0.735587248019874	0.9990911	0.8302928	0.7787076	0.0002056183	7.002156e-05	0.8072022	17.91647	17.67853	0.8767067	18.7764	0.006720206	0.0001668136	16.33025	0.6718243	-1.67448082135411
9756	0.0839749889913946	1	0.387866697460413	0.9997902	0.5567471	0.4444729	0.0008042974	0.0002565602	0.4990898	16.50232	16.5348	1.120444	18.01338	0	0	23.25588	7.914523e-05	0.114032988671677
9757	0.0872596484143287	1	0.398405761085451	0.9999017	0.6101899	0.4767103	0.0009460468	0.00027559	0.5462604	16.6262	16.63124	1.162681	18.08394	0	0	23.52853	0.0005540166	-0.0354184984379562
9758	0.0174541654996574	1	0.532536871172488	0.91512	0.5632766	0.5429346	0.0001246995	1.78257e-05	0.5668381	16.79715	16.7856	1.135595	18.20356	3.512716e-05	0	23.42137	0.005579739	-0.23230990179857
9759	0.127059659361839	1	0.120377038046718	0.9999166	0.414721	0.2042971	0.001990342	0.001039327	0.3010685	16.12574	16.12034	1.065685	17.77229	0	0	14.48854	0	1.31923747152392
975	0.028047759225592	1	0.402476085163653	0.9937912	0.4790067	0.4275332	0.000324333	7.642871e-05	0.4587851	16.49657	16.54041	1.084644	18.01257	0	0	23.0428	0	0.18818051656301
9760	0.102804860984907	1	0.75914858430624	0.9956457	0.815829	0.7857574	9.066008e-05	4.256677e-05	0.7997032	17.9205	17.65927	0.9437245	18.79259	0.007372914	0.0003395421	16.05726	0.710645	-1.70917248875186
9761	0.156084145605564	1	0.545862998999655	0.9982563	0.7576375	0.6386435	0.001014687	0.0001824913	0.7133162	17.53552	17.16571	1.01146	18.40644	2.61158e-05	2.61158e-05	22.02143	0.07969925	-0.908215842018231
9762	0.0943472392857075	1	0.213368457369506	0.999995	0.4247527	0.2759595	0.001189299	0.0004748418	0.3505936	16.20893	16.217	1.035989	17.81466	0	0	18.5317	0	0.863716897883914
9763	0.0175410751253366	1	0.570711844041944	0.985848	0.5994064	0.5757108	0.0001389318	1.585965e-05	0.5956074	16.92094	16.88791	1.094717	18.26309	0	0	23.05342	0.01586862	-0.402502715087517
9764	0.113799410779029	1	0.594198550283909	0.999869	0.743332	0.6530875	0.0004983168	0.0001692854	0.7039573	17.5289	17.16062	1.00245	18.40695	0.0002395656	0	21.60447	0.1102493	-0.843197258548902
