seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
321	0	0.741492464765906	0.3284855	0.7387218	0.7410605	4.123688e-05	1.677383e-05	0.7522359	17.85847	17.59268	1.108439	18.92434	0.03704299	0.0266506	16.25977	0.4996834	-1.27883923839272
322	0	0.681358414236456	0.4372349	0.6813415	0.6828436	7.42062e-05	3.137151e-05	0.6975267	17.71625	17.39704	1.16461	18.78359	0.02874982	0.02270945	18.50956	0.2453502	-0.92268522672587
323	0	0.650503488210961	0.5792606	0.6543332	0.6523569	7.157455e-05	1.379105e-05	0.6667986	17.64786	17.29892	1.202437	18.73826	0.02627759	0.02098579	19.32309	0.1573803	-0.736648903847872
324	0	0.673785473708995	0.8965645	0.6865849	0.673219	8.149213e-05	8.23404e-06	0.6902454	17.69646	17.37691	1.156759	18.75433	0.02573487	0.02020173	18.68223	0.220459	-0.869935716177217
325	0	0.732761593093164	0.3385861	0.7276415	0.7318598	0.0001211739	7.979337e-06	0.7505738	17.83031	17.57353	1.087616	18.88074	0.03260367	0.02395649	16.68983	0.4517214	-1.29881855363175
326	0	0.732907136832364	0.9959157	0.7605461	0.7356157	7.644137e-05	2.175657e-05	0.7505936	17.82439	17.55116	1.124338	18.87458	0.0315313	0.02234768	16.65085	0.4647408	-1.27675893387987
327	0	0.69933225333225	0.6423116	0.7123664	0.7089597	0.0001198876	1.731912e-05	0.7250495	17.78521	17.50503	1.101858	18.83362	0.0299975	0.02205372	17.59604	0.3505342	-1.05964667295415
328	0	0.683533364650793	0.6786757	0.6876929	0.6845277	5.471876e-05	2.148715e-05	0.6972695	17.72341	17.39633	1.201394	18.80012	0.02946254	0.0226148	18.38083	0.2535022	-0.891432054202303
329	0	0.67909915568307	0.3796543	0.669905	0.6733304	7.001596e-05	1.387957e-05	0.6838544	17.69392	17.36738	1.173075	18.78155	0.02862037	0.02271318	18.87078	0.2190344	-0.853307846124178
32	0	0.744874601671472	0.753021	0.7567867	0.7533116	3.787542e-05	2.250289e-05	0.7617926	17.9002	17.647	1.061983	18.93798	0.03676009	0.02342606	15.89602	0.5564701	-1.40490427895547
