seed	s	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
546	0	0.681813539098948	0.9559681	0.725	0.6622096	0.002126167	0.001032773	0.7225	17.23955	17.0182	1.321263	18.4125	0	0	21.3765	0.118	-0.908618311458933
547	0	0.650061037787236	0.5972197	0.6565	0.6402653	0.001811524	0.00171401	0.7145	17.20103	17.08146	0.9341798	18.37251	0	0	21.437	0.083	-0.885144405180488
548	0	0.67592874658294	0.6092817	0.68	0.6670606	0.002166073	0.0001448144	0.755	17.65037	17.25821	1.083007	18.4831	0.0007352941	0	20.007	0.14	-0.817237218148585
549	0	0.67462490464095	0.4221249	0.658	0.6605768	0.001562841	0.000122991	0.732	17.5864	17.24501	0.9030063	18.40053	0	0	20.893	0.141	-0.77080106640473
54	0	0.685328119527549	0.5676089	0.7095	0.7054752	0.001308908	0.0002058307	0.7535	17.69172	17.31234	1.075697	18.57392	0.004933051	0	19.526	0.291	-0.979733768670602
550	0	0.715841464023106	0.2140534	0.6955	0.7215034	0.001260794	0.0002394958	0.786	17.67665	17.23984	1.273953	18.55037	0.004313444	0	18.929	0.385	-1.05100766990251
551	0	0.668712961976416	0.1213703	0.602	0.6392312	0.001290422	0.0002373063	0.705	17.20311	16.99731	1.205127	18.39264	0	0	21.884	0.09	-0.672583832261112
552	0	0.721538715180941	0.2706637	0.675	0.6962682	0.001918322	0.0001660636	0.7665	17.58956	17.23065	1.105416	18.47521	0	0	19.4605	0.279	-0.945894323953057
553	0	0.703330863150768	0.4028079	0.6765	0.684404	0.002492656	0.0005537321	0.765	17.59876	17.21983	1.037138	18.52184	0	0	20.138	0.215	-0.798682513735585
554	0	0.663049414614216	0.1669705	0.5755	0.6107216	0.00135079	0.002127814	0.6775	17.24308	16.98426	1.145289	18.22828	0	0	22.6745	0.035	-0.593437438002231
555	0	0.692501633125357	0.3419778	0.717	0.7304597	0.0008277748	0.0008115001	0.7805	17.80012	17.52132	0.8394109	18.60571	0	0	18.697	0.416	-1.54178477186428
556	0	0.69286265890114	0.4597798	0.719	0.7210344	0.0009175799	0.0002209522	0.7785	17.63242	17.30831	1.063766	18.55423	0.003477051	0	18.718	0.38	-1.07904539390271
557	0	0.707257596356794	0.9009971	0.7595	0.7221493	0.001304383	0.0005937949	0.771	17.79327	17.49245	0.9450894	18.63908	0.0006583278	0	18.826	0.39	-1.09087025476639
558	0	0.689379469887353	0.8176955	0.7085	0.6749166	0.001365272	0.0002417083	0.742	17.52364	17.19778	0.9311254	18.43518	0	0	20.664	0.175	-0.703904299350141
559	0	0.68472862415947	0.8575452	0.7525	0.7004559	0.001543792	0.0006100568	0.7685	17.62621	17.24142	1.116179	18.56489	0.0006644518	0	19.0555	0.266	-0.922030945173529
55	0	0.725230252952315	0.7996251	0.751	0.7167713	0.001538836	0.0003427391	0.783	17.6705	17.29238	1.254501	18.66	0	0	18.914	0.365	-0.898409749159676
560	0	0.746466937591322	0.2418336	0.746	0.7759013	0.001935029	0.0001037752	0.848	17.8165	17.47545	1.176276	18.68926	0.006032172	0.0006702413	16.5505	0.669	-0.898008289590877
561	0	0.69371197775472	0.4718734	0.6845	0.68425	0.001259743	0.0002183521	0.736	17.53828	17.1521	1.15201	18.45761	0	0	20.565	0.207	-0.919811602106727
562	0	0.656217250763439	0.7544763	0.655	0.6265528	0.001264615	0.0001889678	0.6805	17.49753	17.10811	1.012881	18.35138	0	0	21.9295	0.069	-0.889677420589743
563	0	0.680713152559474	0.4299253	0.6695	0.6766174	0.001147903	0.0003608781	0.7435	17.58246	17.18424	0.9064286	18.42853	0	0	20.5565	0.183	-0.840417231520893
564	0	0.730802096193656	0.2798234	0.708	0.7319448	0.001118806	0.0004602879	0.782	17.70737	17.31659	1.251425	18.58533	0.003531073	0	18.937	0.43	-1.23574191408665
565	0	0.65803950720001	0.7793977	0.6865	0.6643027	0.001149779	0.0003084175	0.724	17.35752	17.09597	1.035205	18.39347	0	0	21.5915	0.135	-0.512369065973931
566	0	0.705129384063184	0.5146261	0.6955	0.6847596	0.001733672	0.0005750728	0.769	17.33475	17.06567	1.273836	18.47211	0.0007189073	0	19.9045	0.235	-0.524397938618628
567	0	0.698256385163404	0.1775756	0.6265	0.665173	0.002280417	0.0006318901	0.748	17.56278	17.04238	1.407127	18.39825	0	0	20.96	0.146	-0.48237422087334
568	0	0.659675323101692	0.3210764	0.6455	0.6625958	0.001208259	0.0001435627	0.724	17.48922	17.15314	1.010557	18.45974	0	0	20.95	0.178	-0.804553791363108
569	0	0.6553649693029	0.04900148	0.6335	0.6940308	0.00181015	0.0006610754	0.772	17.61877	17.21941	1.124928	18.50615	0	0	20.487	0.253	-0.905087119389758
56	0	0.686579174757935	0.8993767	0.7315	0.6831284	0.001248181	0.0003100949	0.745	17.64271	17.28349	0.9593206	18.50279	0	0	20.059	0.209	-0.821451934498413
570	0	0.737998979934491	0.5551297	0.754	0.7498153	0.001361968	0.0003687961	0.818	17.81331	17.48436	1.10962	18.64814	0.00530504	0.00066313	17.5285	0.516	-1.06756270020851
571	0	0.693797914381139	0.9461322	0.7695	0.7163626	0.001345657	0.0001900327	0.7705	17.72497	17.3701	0.9700266	18.57816	0.001949318	0	19.4795	0.341	-1.20119642272669
572	0	0.746024761931039	0.5025643	0.7395	0.7392055	0.001358538	0.0004862803	0.8025	17.79478	17.49689	1.143841	18.64539	0.00270453	0	17.985	0.46	-1.27815454331228
573	0	0.676967160217464	0.7831014	0.6795	0.6408486	0.001596799	0.0005543992	0.7135	17.06155	16.95517	1.113835	18.37145	0	0	21.3905	0.095	-0.353364539844343
574	0	0.676809297688305	0.6532314	0.7055	0.6883238	0.001729938	0.0008045994	0.7525	17.77885	17.53725	0.813743	18.60933	0.001417434	0	19.4775	0.228	-1.25877381298874
575	0	0.726354529825039	0.4809548	0.704	0.6928364	0.002010001	8.158353e-05	0.7755	17.6113	17.20943	1.059136	18.43599	0.001420455	0	19.426	0.25	-0.944067474974961
576	0	0.7081606434891	0.1574821	0.698	0.7392135	0.001493592	0.0002306836	0.798	17.76632	17.43121	1.049716	18.64076	0.001432665	0	18.2705	0.472	-1.17996696132591
577	0	0.728675482445396	0.38885	0.7045	0.7068034	0.001992138	0.000178383	0.78	17.65999	17.30547	1.010179	18.57426	0.00212917	0	19.302	0.314	-1.06826705918701
578	0	0.688649430638179	0.30331	0.684	0.6984167	0.0009883613	0.0004429324	0.752	17.59856	17.24398	1.063754	18.50836	0.0007309942	0	20.331	0.253	-0.884501437208586
579	0	0.736115087149665	0.2659146	0.7245	0.7520568	0.001238887	0.0001818028	0.797	17.86976	17.58183	0.9140895	18.71463	0.002070393	0	17.271	0.532	-1.5320223424707
57	0	0.68240878470242	0.4900667	0.6925	0.6945124	0.001458248	0.0003299464	0.755	17.6021	17.21282	1.134074	18.53151	0	0	19.706	0.254	-0.852091471817225
580	0	0.687072585360147	0.4604282	0.686	0.6875636	0.001484284	0.0002568125	0.757	17.48608	17.15316	1.093246	18.53318	0.000728863	0	20.6045	0.23	-0.935411561892217
581	0	0.74691987677943	0.8009162	0.79	0.7619211	0.001283874	0.0005486592	0.8125	17.81214	17.5263	0.9951664	18.71468	0.00443038	0.0006329114	17.4095	0.602	-1.20006356526035
582	0	0.660627297312021	0.4519178	0.668	0.6714227	0.001384945	0.0008657491	0.7335	17.61004	17.24451	1.022026	18.56464	0.000748503	0	20.973	0.171	-1.12790277317415
583	0	0.724602126423269	0.3110421	0.7215	0.7341996	0.00127822	0.0004015772	0.7765	17.73009	17.35394	1.075383	18.58719	0	0	18.654	0.437	-0.940634074580105
584	0	0.725638758577406	0.6258811	0.756	0.7408075	0.001031627	0.0008154161	0.7935	17.7534	17.42573	0.9016851	18.6035	0.002645503	0	17.977	0.484	-1.14046783704089
585	0	0.701366761489771	0.6341563	0.747	0.7314098	0.001275643	0.0001457925	0.785	17.70558	17.40427	1.066408	18.59285	0.001338688	0	18.512	0.424	-1.21227850367252
586	0	0.653863804996945	0.3441606	0.66	0.6867063	0.00187057	0.0002060672	0.7675	17.66609	17.27554	1.071385	18.50526	0.001515152	0	20.7125	0.205	-0.808054930434373
587	0	0.740173165081069	0.4550558	0.7275	0.7267406	0.001579573	0.000960395	0.792	17.69832	17.35883	0.9803719	18.55982	0.0006872852	0	18.139	0.393	-1.11530107014152
588	0	0.694357130140997	0.1035826	0.6565	0.6998556	0.001364582	0.0003781937	0.7655	17.61654	17.22788	1.144034	18.50392	0.0007616146	0	19.795	0.293	-1.09188096023378
589	0	0.669636032031849	0.215034	0.6525	0.6910428	0.001903371	0.0007859881	0.7435	17.57275	17.08893	1.226205	18.44236	0	0	20.7195	0.239	-0.360280479113825
58	0	0.691935376194306	0.1597068	0.6555	0.6882422	0.001242264	0.0003855597	0.747	17.67816	17.39209	0.8441273	18.56314	0	0	20.464	0.238	-1.2510436446889
590	0	0.695508953928947	0.8303571	0.6875	0.6653641	0.0007960637	0.0006226857	0.7065	17.54239	17.13947	1.086415	18.42199	0.0007272727	0	21.2495	0.144	-0.426230602545499
591	0	0.715736256306991	0.527883	0.7285	0.7201959	0.001406282	0.0001526607	0.784	17.7331	17.39385	1.02803	18.5906	0	0	18.985	0.358	-1.54271038022337
592	0	0.69115683385171	0.4672193	0.6665	0.6668427	0.001356914	0.0002717261	0.732	17.39732	17.20026	0.941404	18.56585	0.0007501875	0	20.397	0.152	-0.805420243929188
593	0	0.722368099400774	0.1391492	0.7115	0.7449748	0.0008912958	0.001320767	0.798	17.80145	17.49189	0.9957701	18.66475	0.002810963	0	18.5525	0.49	-1.56260994877511
